Estación: ,C19031,LA CRUZ. STA. CATARINA
2002-03-28,2.41,CLIC
2002-03-29,1.11,CLIC
2002-03-30,0.87,CLIC
2002-03-31,1.11,CLIC
2002-04-01,2.01,CLIC
2002-04-02,1.03,CLIC
2002-04-03,1.93,CLIC
2002-04-04,2.12,CLIC
2002-04-05,0.86,CLIC
2002-04-06,3.05,CLIC
2002-04-07,11.75,CLIC
2002-04-08,2.13,CLIC
2002-04-09,6.65,CLIC
2002-04-10,9.35,CLIC
2002-04-11,1.34,CLIC
2002-04-12,1.05,CLIC
2002-04-13,1.98,CLIC
2002-04-14,1.68,CLIC
2002-04-15,4.6,CLIC
2002-04-16,5.9,CLIC
2002-04-17,1.89,CLIC
2002-04-18,1.31,CLIC
2002-04-19,1.69,CLIC
2002-04-20,0.36,CLIC
2002-04-21,2.7,CLIC
2002-04-22,2.95,CLIC
2002-04-23,2.81,CLIC
2002-04-24,1.92,CLIC
2002-04-25,1.15,CLIC
2002-04-26,1.71,CLIC
2002-04-27,2.27,CLIC
2002-04-28,3.05,CLIC
2002-04-29,1.04,CLIC
2002-04-30,0.04,CLIC
2002-05-01,4.85,CLIC
2002-05-02,4.95,CLIC
2002-05-03,1.98,CLIC
2002-05-04,0.97,CLIC
2002-05-05,0.77,CLIC
2002-05-06,2.25,CLIC
2002-05-07,0.98,CLIC
2002-05-08,3.11,CLIC
2002-05-09,0.83,CLIC
2002-05-10,0.98,CLIC
2002-05-11,1.32,CLIC
2002-05-12,0.72,CLIC
2002-05-13,3.27,CLIC
2002-05-14,0.62,CLIC
2002-05-15,1.51,CLIC
2002-05-16,9.19,CLIC
2002-05-17,1.97,CLIC
2002-05-18,1.09,CLIC
2002-05-19,0.98,CLIC
2002-05-20,2.2,CLIC
2002-05-21,2.23,CLIC
2002-05-22,2.62,CLIC
2002-05-23,2.02,CLIC
2002-05-24,2.85,CLIC
2002-05-25,2.32,CLIC
2002-05-26,1.48,CLIC
2002-05-27,4.1,CLIC
2002-05-28,3.07,CLIC
2002-05-29,0.99,CLIC
2002-05-30,3.34,CLIC
2002-05-31,1.72,CLIC
2002-06-01,1.31,CLIC
2002-06-02,1.97,CLIC
2002-06-03,3.28,CLIC
2002-06-04,0.98,CLIC
2002-06-05,4.4,CLIC
2002-06-06,1.8,CLIC
2002-06-07,1.88,CLIC
2002-06-08,1.02,CLIC
2002-06-09,1.1,CLIC
2002-06-10,0.48,CLIC
2002-06-11,0.72,CLIC
2002-06-12,3.66,CLIC
2002-06-13,5.06,CLIC
2002-06-14,3.08,CLIC
2002-06-15,2.77,CLIC
2002-06-16,2.03,CLIC
2002-06-17,2.4,CLIC
2002-06-18,1.93,CLIC
2002-06-19,3.56,CLIC
2002-06-20,4.8,CLIC
2002-06-21,4.41,CLIC
2002-06-22,1.8,CLIC
2002-06-23,2.96,CLIC
2002-06-24,1.01,CLIC
2002-06-25,1.87,CLIC
2002-06-26,1.84,CLIC
2002-06-27,2.72,CLIC
2002-06-28,1,CLIC
2002-06-29,2.6,CLIC
2002-06-30,1.5,CLIC
2002-08-01,3.32,CLIC
2002-08-02,0.92,CLIC
2002-08-03,1.3,CLIC
2002-08-04,2.03,CLIC
2002-08-05,1.42,CLIC
2002-08-06,0.92,CLIC
2002-08-07,1.68,CLIC
2002-08-08,6.73,CLIC
2002-08-09,4.65,CLIC
2002-08-10,1.83,CLIC
2002-08-11,1.71,CLIC
2002-08-12,4.01,CLIC
2002-08-13,2.6,CLIC
2002-08-14,1.05,CLIC
2002-08-15,2.32,CLIC
2002-08-16,1.03,CLIC
2002-08-17,0.93,CLIC
2002-08-18,0.98,CLIC
2002-08-19,1.79,CLIC
2002-08-20,0.91,CLIC
2002-08-21,1.04,CLIC
2002-08-22,1.73,CLIC
2002-08-23,1.95,CLIC
2002-08-24,1.18,CLIC
2002-08-25,0.99,CLIC
2002-10-01,2,CLIC
2002-10-02,2,CLIC
2002-10-03,1,CLIC
2002-10-04,2,CLIC
2002-10-05,2,CLIC
2002-10-06,1,CLIC
2002-10-07,1,CLIC
2002-10-08,2,CLIC
2002-10-09,2,CLIC
2002-10-10,1,CLIC
2002-10-11,1,CLIC
2002-10-12,4,CLIC
2002-10-13,3,CLIC
2002-10-14,9,CLIC
2002-10-15,9,CLIC
2002-10-16,3,CLIC
2002-10-17,5,CLIC
2002-10-18,5,CLIC
2002-10-19,5,CLIC
2002-10-20,6,CLIC
2002-10-21,6,CLIC
2002-10-22,5,CLIC
2002-10-23,2,CLIC
2002-10-24,2,CLIC
2002-10-25,3,CLIC
2002-10-26,3,CLIC
2002-10-27,1,CLIC
2002-10-28,1,CLIC
2002-10-29,1,CLIC
2002-10-30,2,CLIC
2002-10-31,1,CLIC
2002-11-01,1,CLIC
2002-11-02,1,CLIC
2002-11-03,1,CLIC
2002-11-04,1,CLIC
2002-11-05,1,CLIC
2002-11-06,1,CLIC
2002-11-07,1,CLIC
2002-11-08,1,CLIC
2002-11-09,1,CLIC
2002-11-10,1,CLIC
2002-11-11,2,CLIC
2002-11-12,3,CLIC
2002-11-13,6,CLIC
2002-11-14,4,CLIC
2002-11-15,1,CLIC
2002-11-16,1,CLIC
2002-11-17,1,CLIC
2002-11-18,1,CLIC
2002-11-19,2,CLIC
2002-11-20,1,CLIC
2002-11-21,1,CLIC
2002-11-22,2,CLIC
2002-11-23,1,CLIC
2002-11-24,1,CLIC
2002-11-25,3,CLIC
2002-11-26,5,CLIC
2002-11-27,3,CLIC
2002-11-28,1,CLIC
2002-11-29,2,CLIC
2002-11-30,2,CLIC
2002-12-01,8,CLIC
2002-12-02,2,CLIC
2002-12-03,6,CLIC
2002-12-04,5,CLIC
2002-12-05,5,CLIC
2002-12-06,5,CLIC
2002-12-07,1,CLIC
2002-12-08,1,CLIC
2002-12-09,2,CLIC
2002-12-10,2,CLIC
2002-12-11,2,CLIC
2002-12-12,1,CLIC
2002-12-13,1,CLIC
2002-12-14,1,CLIC
2002-12-15,1,CLIC
2002-12-16,1,CLIC
2002-12-17,1,CLIC
2002-12-18,2,CLIC
2002-12-19,3,CLIC
2002-12-20,3,CLIC
2002-12-21,2,CLIC
2002-12-22,2,CLIC
2002-12-23,2,CLIC
2002-12-24,9,CLIC
2002-12-25,2,CLIC
2002-12-26,1,CLIC
2002-12-27,1,CLIC
2002-12-28,1,CLIC
2002-12-29,2,CLIC
2002-12-30,1,CLIC
2002-12-31,1,CLIC
2003-02-01,1,CLIC
2003-02-02,1,CLIC
2003-02-03,1,CLIC
2003-02-04,1,CLIC
2003-02-05,1,CLIC
2003-02-06,1,CLIC
2003-02-07,1,CLIC
2003-02-08,1,CLIC
2003-02-09,5,CLIC
2003-02-10,1,CLIC
2003-02-11,1,CLIC
2003-02-12,1,CLIC
2003-02-13,12,CLIC
2003-02-14,3,CLIC
2003-02-15,1,CLIC
2003-02-16,2,CLIC
2003-02-17,1,CLIC
2003-02-18,1,CLIC
2003-02-19,1,CLIC
2003-02-20,1,CLIC
2003-02-21,1,CLIC
2003-02-22,1,CLIC
2003-02-23,1,CLIC
2003-02-24,11,CLIC
2003-02-25,6,CLIC
2003-02-26,4,CLIC
2003-02-27,1,CLIC
2003-02-28,1,CLIC
2003-03-01,1,CLIC
2003-03-02,1,CLIC
2003-03-03,2,CLIC
2003-03-04,1,CLIC
2003-03-05,1,CLIC
2003-03-06,1,CLIC
2003-03-07,2,CLIC
2003-03-08,3,CLIC
2003-03-09,5,CLIC
2003-03-10,1,CLIC
2003-03-11,2,CLIC
2003-03-12,1,CLIC
2003-03-13,1,CLIC
2003-03-14,11,CLIC
2003-03-15,1,CLIC
2003-03-16,1,CLIC
2003-03-17,2,CLIC
2003-03-18,1,CLIC
2003-03-19,2,CLIC
2003-03-20,1,CLIC
2003-03-21,2,CLIC
2003-03-22,2,CLIC
2003-03-23,2,CLIC
2003-03-24,3,CLIC
2003-03-25,1,CLIC
2003-03-26,1,CLIC
2003-03-27,2,CLIC
2003-03-28,2,CLIC
2003-03-29,2,CLIC
2003-03-30,2,CLIC
2003-03-31,1,CLIC
2003-04-01,1,CLIC
2003-04-02,3,CLIC
2003-04-03,5,CLIC
2003-04-04,2,CLIC
2003-04-05,3,CLIC
2003-04-06,5,CLIC
2003-04-07,5,CLIC
2003-04-08,1,CLIC
2003-04-09,1,CLIC
2003-04-10,7,CLIC
2003-04-11,1,CLIC
2003-04-12,1,CLIC
2003-04-13,1,CLIC
2003-04-14,1,CLIC
2003-04-15,1,CLIC
2003-04-16,1,CLIC
2003-04-17,1,CLIC
2003-04-18,1,CLIC
2003-04-19,1,CLIC
2003-04-20,1,CLIC
2003-04-21,2,CLIC
2003-04-22,5,CLIC
2003-04-23,1,CLIC
2003-04-24,1,CLIC
2003-04-25,1,CLIC
2003-04-26,1,CLIC
2003-04-27,1,CLIC
2003-04-28,1,CLIC
2003-04-29,1,CLIC
2003-04-30,2,CLIC
2003-05-01,1,CLIC
2003-05-02,1,CLIC
2003-05-03,1,CLIC
2003-05-04,1,CLIC
2003-05-05,1,CLIC
2003-05-06,1,CLIC
2003-05-07,1,CLIC
2003-05-08,1,CLIC
2003-05-09,1,CLIC
2003-05-10,1,CLIC
2003-05-11,1,CLIC
2003-05-12,1,CLIC
2003-05-13,1,CLIC
2003-05-14,1,CLIC
2003-05-15,1,CLIC
2003-05-16,1,CLIC
2003-05-17,2,CLIC
2003-05-18,2,CLIC
2003-05-19,1,CLIC
2003-05-20,1,CLIC
2003-05-21,1,CLIC
2003-05-22,1,CLIC
2003-05-23,1,CLIC
2003-05-24,4,CLIC
2003-05-25,1,CLIC
2003-06-01,1,CLIC
2003-06-02,1,CLIC
2003-06-03,1,CLIC
2003-06-04,1,CLIC
2003-06-05,1,CLIC
2003-06-06,1,CLIC
2003-06-07,1,CLIC
2003-06-08,1,CLIC
2003-06-09,1,CLIC
2003-06-10,1,CLIC
2003-06-11,1,CLIC
2003-06-12,1,CLIC
2003-06-13,2,CLIC
2003-06-14,6,CLIC
2003-06-15,1,CLIC
2003-06-16,1,CLIC
2003-06-17,2,CLIC
2003-06-18,2,CLIC
2003-06-19,1,CLIC
2003-06-20,2,CLIC
2003-06-21,2,CLIC
2003-06-22,11,CLIC
2003-06-23,8,CLIC
2003-06-24,2,CLIC
2003-06-25,1,CLIC
2003-06-26,11,CLIC
2003-06-27,10,CLIC
2003-06-28,21,CLIC
2003-06-29,4,CLIC
2003-06-30,2,CLIC
2003-07-03,13,CLIC
2003-07-04,11,CLIC
2003-07-05,5,CLIC
2003-07-06,8,CLIC
2003-07-07,9,CLIC
2003-07-08,11,CLIC
2003-07-09,6,CLIC
2003-07-10,11,CLIC
2003-07-11,1,CLIC
2003-07-12,1,CLIC
2003-07-13,1,CLIC
2003-07-14,1,CLIC
2003-07-15,1,CLIC
2003-07-16,1,CLIC
2003-07-17,1,CLIC
2003-07-18,1,CLIC
2003-07-19,1,CLIC
2003-07-20,1,CLIC
2003-07-21,3,CLIC
2003-07-22,3,CLIC
2003-07-23,2,CLIC
2003-07-24,1,CLIC
2003-07-25,1,CLIC
2003-07-26,1,CLIC
2003-07-27,1,CLIC
2003-07-28,1,CLIC
2003-07-29,2,CLIC
2003-07-30,2,CLIC
2003-07-31,1,CLIC
2003-08-01,1,CLIC
2003-08-02,1,CLIC
2003-08-03,10,CLIC
2003-08-04,1,CLIC
2003-08-05,7,CLIC
2003-08-06,1,CLIC
2003-08-07,2,CLIC
2003-08-08,1,CLIC
2003-08-09,11,CLIC
2003-08-10,3,CLIC
2003-08-11,2,CLIC
2003-08-12,2,CLIC
2003-08-13,1,CLIC
2003-08-14,10,CLIC
2003-08-15,1,CLIC
2003-08-17,12,CLIC
2003-08-18,6,CLIC
2003-08-19,1,CLIC
2003-08-20,1,CLIC
2003-08-21,1,CLIC
2003-08-22,1,CLIC
2003-08-23,2,CLIC
2003-08-24,1,CLIC
2003-08-25,2,CLIC
2003-08-26,2,CLIC
2003-08-28,11,CLIC
2003-08-29,5,CLIC
2003-08-30,1,CLIC
2003-08-31,1,CLIC
2003-09-01,1,CLIC
2003-09-02,1,CLIC
2003-09-03,1,CLIC
2003-09-04,1,CLIC
2003-09-05,6,CLIC
2003-09-06,1,CLIC
2003-09-07,1,CLIC
2003-09-08,1,CLIC
2003-09-09,1,CLIC
2003-09-11,11,CLIC
2003-09-12,1,CLIC
2003-09-13,1,CLIC
2003-09-14,1,CLIC
2003-09-15,1,CLIC
2003-09-16,1,CLIC
2003-09-17,11,CLIC
2003-09-18,6,CLIC
2003-09-19,1,CLIC
2003-09-20,1,CLIC
2003-09-21,1,CLIC
2003-09-22,1,CLIC
2003-09-23,1,CLIC
2003-09-27,11,CLIC
2003-09-30,1,CLIC
2003-10-01,1,CLIC
2003-10-02,1,CLIC
2003-10-03,2,CLIC
2003-10-04,1,CLIC
2003-10-05,1,CLIC
2003-10-06,1,CLIC
2003-10-07,1,CLIC
2003-10-08,1,CLIC
2003-10-09,1,CLIC
2003-10-10,1,CLIC
2003-10-11,1,CLIC
2003-10-12,1,CLIC
2003-10-13,1,CLIC
2003-10-14,1,CLIC
2003-10-15,41,CLIC
2003-10-16,21,CLIC
2003-10-17,11,CLIC
2003-10-18,1,CLIC
2003-10-19,1,CLIC
2003-10-20,1,CLIC
2003-10-21,1,CLIC
2003-10-22,1,CLIC
2003-10-23,1,CLIC
2003-10-24,9,CLIC
2003-10-25,11,CLIC
2003-10-26,7,CLIC
2003-10-27,5,CLIC
2003-10-28,1,CLIC
2003-10-29,1,CLIC
2003-10-30,1,CLIC
2003-10-31,1,CLIC
2004-01-01,1.1,CLIC
2004-01-02,0.9,CLIC
2004-01-03,1.1,CLIC
2004-01-04,6,CLIC
2004-01-05,1.5,CLIC
2004-01-06,1.4,CLIC
2004-01-07,1.1,CLIC
2004-01-08,3,CLIC
2004-01-09,1,CLIC
2004-01-10,0.9,CLIC
2004-01-11,1.1,CLIC
2004-01-12,4,CLIC
2004-01-13,0.9,CLIC
2004-01-14,1.1,CLIC
2004-01-15,0.9,CLIC
2004-01-16,1.1,CLIC
2004-01-17,0.9,CLIC
2004-01-18,15,CLIC
2004-01-19,1.1,CLIC
2004-01-20,0.8,CLIC
2004-01-21,1.2,CLIC
2004-01-22,0.8,CLIC
2004-01-23,1.2,CLIC
2004-01-24,0.9,CLIC
2004-01-25,2.1,CLIC
2004-01-26,0.9,CLIC
2004-01-27,1.1,CLIC
2004-01-28,0.9,CLIC
2004-01-29,1.1,CLIC
2004-01-30,1,CLIC
2004-01-31,1,CLIC
2004-02-01,0.5,CLIC
2004-02-02,0.5,CLIC
2004-02-03,0.9,CLIC
2004-02-04,2.1,CLIC
2004-02-05,0.9,CLIC
2004-02-06,1.1,CLIC
2004-02-07,1.7,CLIC
2004-02-08,2.2,CLIC
2004-02-09,2.1,CLIC
2004-02-10,1,CLIC
2004-02-11,1.9,CLIC
2004-02-12,1.1,CLIC
2004-02-13,2,CLIC
2004-02-14,2,CLIC
2004-02-15,3.9,CLIC
2004-02-16,1.1,CLIC
2004-02-17,0.9,CLIC
2004-02-18,9,CLIC
2004-02-19,5.1,CLIC
2004-02-20,1.9,CLIC
2004-02-21,1.1,CLIC
2004-02-22,1.9,CLIC
2004-02-23,2,CLIC
2004-02-24,1.1,CLIC
2004-02-25,1.9,CLIC
2004-02-26,2,CLIC
2004-02-27,1.1,CLIC
2004-02-28,1,CLIC
2004-02-29,2,CLIC
2004-03-01,0.9,CLIC
2004-03-02,2.1,CLIC
2004-03-03,0.9,CLIC
2004-03-04,1.1,CLIC
2004-03-05,1.9,CLIC
2004-03-06,2.1,CLIC
2004-03-07,1.9,CLIC
2004-03-08,2.1,CLIC
2004-03-09,0.9,CLIC
2004-03-10,2.1,CLIC
2004-03-11,1.9,CLIC
2004-03-12,2.1,CLIC
2004-03-13,0.9,CLIC
2004-03-14,2.1,CLIC
2004-03-15,1.9,CLIC
2004-03-16,1,CLIC
2004-03-17,2.1,CLIC
2004-03-18,0.8,CLIC
2004-03-19,3.2,CLIC
2004-03-20,1.9,CLIC
2004-03-21,1.9,CLIC
2004-03-22,1.2,CLIC
2004-03-23,1.8,CLIC
2004-03-24,2.2,CLIC
2004-03-25,1.9,CLIC
2004-03-26,5,CLIC
2004-03-27,6,CLIC
2004-03-28,19.9,CLIC
2004-03-29,2.1,CLIC
2004-03-30,2,CLIC
2004-03-31,2.1,CLIC
2004-04-01,1.9,CLIC
2004-04-02,2.1,CLIC
2004-04-03,1.8,CLIC
2004-04-04,1.2,CLIC
2004-04-05,6.9,CLIC
2004-04-06,1.9,CLIC
2004-04-07,1.1,CLIC
2004-04-08,1.9,CLIC
2004-04-09,2.2,CLIC
2004-04-10,2.8,CLIC
2004-04-11,5.1,CLIC
2004-04-12,1.9,CLIC
2004-04-13,1.1,CLIC
2004-04-14,2.1,CLIC
2004-04-15,5.8,CLIC
2004-04-16,1.2,CLIC
2004-04-17,1.9,CLIC
2004-04-18,0.9,CLIC
2004-04-19,2,CLIC
2004-04-20,1.2,CLIC
2004-04-21,1.9,CLIC
2004-04-22,1.9,CLIC
2004-04-23,3.1,CLIC
2004-04-24,2.1,CLIC
2004-04-25,1,CLIC
2004-04-26,5,CLIC
2004-04-27,0.9,CLIC
2004-04-28,1,CLIC
2004-04-29,9.9,CLIC
2004-04-30,2.1,CLIC
2004-05-01,2.2,CLIC
2004-05-02,0.9,CLIC
2004-05-03,0.9,CLIC
2004-05-04,0.9,CLIC
2004-05-05,2.2,CLIC
2004-05-06,1,CLIC
2004-05-07,0.9,CLIC
2004-05-08,1.1,CLIC
2004-05-09,0.9,CLIC
2004-05-10,1.1,CLIC
2004-05-11,0.8,CLIC
2004-05-12,1.1,CLIC
2004-05-13,2,CLIC
2004-05-14,1.9,CLIC
2004-05-15,3.1,CLIC
2004-05-16,2,CLIC
2004-05-17,1.1,CLIC
2004-05-18,1.8,CLIC
2004-05-19,2.1,CLIC
2004-05-20,1.9,CLIC
2004-05-21,2.2,CLIC
2004-05-22,0.9,CLIC
2004-05-23,2,CLIC
2004-05-24,1.1,CLIC
2004-05-25,1.8,CLIC
2004-05-26,3.2,CLIC
2004-05-27,1.9,CLIC
2004-05-28,0.9,CLIC
2004-05-29,2.1,CLIC
2004-05-30,1.1,CLIC
2004-05-31,1.8,CLIC
2004-06-01,1.2,CLIC
2004-06-02,0.9,CLIC
2004-06-03,1.1,CLIC
2004-06-04,0.8,CLIC
2004-06-05,1.1,CLIC
2004-06-06,0.9,CLIC
2004-06-07,3.1,CLIC
2004-06-08,1,CLIC
2004-06-09,1.1,CLIC
2004-06-10,0.9,CLIC
2004-06-11,1.1,CLIC
2004-06-12,0.9,CLIC
2004-06-13,2,CLIC
2004-06-14,2.1,CLIC
2004-06-15,0.8,CLIC
2004-06-16,1.2,CLIC
2004-06-17,1,CLIC
2004-06-18,0.9,CLIC
2004-06-19,1,CLIC
2004-06-20,2,CLIC
2004-06-21,2.1,CLIC
2004-06-22,1.8,CLIC
2004-06-23,1.2,CLIC
2004-06-24,2,CLIC
2004-06-25,1.9,CLIC
2004-06-26,5,CLIC
2004-06-27,2.9,CLIC
2004-06-28,2.1,CLIC
2004-06-29,3,CLIC
2004-06-30,7,CLIC
2004-07-01,18.9,CLIC
2004-07-02,3.1,CLIC
2004-07-03,13.1,CLIC
2004-07-04,2.8,CLIC
2004-07-05,5.2,CLIC
2004-07-06,2,CLIC
2004-07-07,1.9,CLIC
2004-07-08,3,CLIC
2004-07-09,2.9,CLIC
2004-07-10,5.1,CLIC
2004-07-11,3,CLIC
2004-07-12,3.1,CLIC
2004-07-13,3.9,CLIC
2004-07-14,3.1,CLIC
2004-07-15,3.8,CLIC
2004-07-16,2.1,CLIC
2004-07-17,3,CLIC
2004-07-18,4.9,CLIC
2004-07-19,2.9,CLIC
2004-07-20,4.2,CLIC
2004-07-21,3,CLIC
2004-07-22,4,CLIC
2004-07-23,1.9,CLIC
2004-07-24,4.1,CLIC
2004-07-25,0.1,CLIC
2004-07-26,13.8,CLIC
2004-07-27,8.1,CLIC
2004-07-28,9.1,CLIC
2004-07-29,4.8,CLIC
2004-07-30,8.1,CLIC
2004-07-31,3.9,CLIC
2004-08-01,4.1,CLIC
2004-08-02,3.9,CLIC
2004-08-03,3.7,CLIC
2004-08-04,4.1,CLIC
2004-08-05,3.15,CLIC
2004-08-06,3.72,CLIC
2004-08-07,3.73,CLIC
2004-08-08,3.75,CLIC
2004-08-09,2.9,CLIC
2004-08-10,2.3,CLIC
2004-08-11,2.8,CLIC
2004-08-12,4.65,CLIC
2004-08-13,2.85,CLIC
2004-08-14,3.33,CLIC
2004-08-15,2.57,CLIC
2004-08-16,3.4,CLIC
2004-08-17,3.2,CLIC
2004-08-18,2.3,CLIC
2004-08-19,3.17,CLIC
2004-08-20,3.68,CLIC
2004-08-21,2.75,CLIC
2004-08-22,3.2,CLIC
2004-08-23,3.6,CLIC
2004-08-24,2.3,CLIC
2004-08-25,3.7,CLIC
2004-08-26,3.95,CLIC
2004-08-27,3.85,CLIC
2004-08-28,3.87,CLIC
2004-08-29,4.1,CLIC
2004-08-30,3.35,CLIC
2004-08-31,3.25,CLIC
2004-09-01,2.4,CLIC
2004-09-02,2.75,CLIC
2004-09-03,2.95,CLIC
2004-09-04,2.45,CLIC
2004-09-05,2.86,CLIC
2004-09-06,3.05,CLIC
2004-09-07,2.63,CLIC
2004-09-08,2.65,CLIC
2004-09-09,2.36,CLIC
2004-09-10,1.85,CLIC
2004-09-11,2.95,CLIC
2004-09-12,3.05,CLIC
2004-09-13,2.85,CLIC
2004-09-14,3.58,CLIC
2004-09-15,3.65,CLIC
2004-09-16,3.9,CLIC
2004-09-17,3.75,CLIC
2004-09-18,2.9,CLIC
2004-09-19,2.6,CLIC
2004-09-20,3.15,CLIC
2004-09-21,3,CLIC
2004-09-22,3.6,CLIC
2004-09-23,1.8,CLIC
2004-09-24,1.63,CLIC
2004-09-25,2.99,CLIC
2004-09-26,3.43,CLIC
2004-09-27,1.36,CLIC
2004-09-28,1.62,CLIC
2004-09-29,1.52,CLIC
2004-09-30,1.57,CLIC
2004-10-01,2.75,CLIC
2004-10-02,2.07,CLIC
2004-10-03,2.23,CLIC
2004-10-04,1.6,CLIC
2004-10-05,2.75,CLIC
2004-10-06,3.7,CLIC
2004-10-07,1.95,CLIC
2004-10-08,2.85,CLIC
2004-10-09,2.2,CLIC
2004-10-10,1.6,CLIC
2004-10-11,1.65,CLIC
2004-10-12,1.52,CLIC
2004-10-13,2.3,CLIC
2004-10-14,2.9,CLIC
2004-10-15,3.25,CLIC
2004-10-16,2.65,CLIC
2004-10-17,2.98,CLIC
2004-10-18,2.99,CLIC
2004-10-19,3.9,CLIC
2004-10-20,4.15,CLIC
2004-10-21,3.22,CLIC
2004-10-22,2.87,CLIC
2004-10-23,1.95,CLIC
2004-10-24,3.56,CLIC
2004-10-25,3.95,CLIC
2004-10-26,2.32,CLIC
2004-10-27,1.56,CLIC
2004-10-28,3.43,CLIC
2004-10-29,2.66,CLIC
2004-10-30,2.76,CLIC
2004-10-31,3.89,CLIC
