Estación: ,C19086,MIER Y NORIEGA (DGE) usar 19046
1974-10-01,5.3,CLIC
1974-10-02,4.9,CLIC
1974-10-03,5.2,CLIC
1974-10-04,5.4,CLIC
1974-10-05,5.1,CLIC
1974-10-06,5.9,CLIC
1974-10-07,1.8,CLIC
1974-10-08,4.1,CLIC
1974-10-09,6,CLIC
1974-10-10,5.2,CLIC
1974-10-11,6.6,CLIC
1974-10-12,4.1,CLIC
1974-10-13,5.9,CLIC
1974-10-14,5.4,CLIC
1974-10-15,3.7,CLIC
1974-10-16,3.4,CLIC
1974-10-17,4.8,CLIC
1974-10-18,1.2,CLIC
1974-10-19,4,CLIC
1974-10-20,4.1,CLIC
1974-10-21,3.8,CLIC
1974-10-22,2.4,CLIC
1974-10-23,2.3,CLIC
1974-10-24,1.9,CLIC
1974-10-25,1.8,CLIC
1974-10-26,3,CLIC
1974-10-27,5,CLIC
1974-10-28,3.5,CLIC
1974-10-29,5.1,CLIC
1974-10-30,2.7,CLIC
1974-10-31,5,CLIC
1974-11-01,5.4,CLIC
1974-11-02,4.7,CLIC
1974-11-03,4.9,CLIC
1974-11-04,5.2,CLIC
1974-11-05,3.3,CLIC
1974-11-06,1.9,CLIC
1974-11-07,3.4,CLIC
1974-11-08,3.4,CLIC
1974-11-09,4.1,CLIC
1974-11-10,3.9,CLIC
1974-11-11,3.6,CLIC
1974-11-12,2.3,CLIC
1974-11-13,4.3,CLIC
1974-11-14,3.9,CLIC
1974-11-15,4.2,CLIC
1974-11-16,4.9,CLIC
1974-11-17,5.2,CLIC
1974-11-18,3.3,CLIC
1974-11-19,3.5,CLIC
1974-11-20,2,CLIC
1974-11-21,5,CLIC
1974-11-22,4,CLIC
1974-11-23,5,CLIC
1974-11-24,4.9,CLIC
1974-11-25,3.6,CLIC
1974-11-26,3.2,CLIC
1974-11-27,4,CLIC
1974-11-28,3.8,CLIC
1974-11-29,3.5,CLIC
1974-11-30,1.3,CLIC
1974-12-01,1.5,CLIC
1974-12-02,1.2,CLIC
1974-12-03,0.6,CLIC
1974-12-04,2.2,CLIC
1974-12-05,4.2,CLIC
1974-12-06,5,CLIC
1974-12-07,4,CLIC
1974-12-08,1,CLIC
1974-12-09,0.5,CLIC
1974-12-10,2.5,CLIC
1974-12-11,1.3,CLIC
1974-12-12,1.6,CLIC
1974-12-13,0.6,CLIC
1974-12-14,4,CLIC
1974-12-15,3.7,CLIC
1974-12-16,4.3,CLIC
1974-12-17,3,CLIC
1974-12-18,2.2,CLIC
1974-12-19,2.6,CLIC
1974-12-20,2.1,CLIC
1974-12-21,2.7,CLIC
1974-12-22,2.9,CLIC
1974-12-23,2.1,CLIC
1974-12-24,3.2,CLIC
1974-12-25,3,CLIC
1974-12-26,1.5,CLIC
1974-12-27,1.4,CLIC
1974-12-28,3.9,CLIC
1974-12-29,2,CLIC
1974-12-30,2.7,CLIC
1974-12-31,4.7,CLIC
1975-01-01,2.3,CLIC
1975-01-02,2.4,CLIC
1975-01-03,3.6,CLIC
1975-01-04,0.6,CLIC
1975-01-05,2.3,CLIC
1975-01-06,2,CLIC
1975-01-07,4.6,CLIC
1975-01-08,3.5,CLIC
1975-01-09,2.7,CLIC
1975-01-10,6.1,CLIC
1975-01-11,6.5,CLIC
1975-01-12,5.2,CLIC
1975-01-13,3.4,CLIC
1975-01-14,3.2,CLIC
1975-01-15,2.8,CLIC
1975-01-16,3,CLIC
1975-01-17,2.8,CLIC
1975-01-18,3.8,CLIC
1975-01-19,0.6,CLIC
1975-01-20,1.2,CLIC
1975-01-21,1.5,CLIC
1975-01-22,1.9,CLIC
1975-01-23,0.5,CLIC
1975-01-24,4.2,CLIC
1975-01-25,4.8,CLIC
1975-01-26,6.8,CLIC
1975-01-27,3.7,CLIC
1975-01-28,4.4,CLIC
1975-01-29,4.6,CLIC
1975-01-30,4,CLIC
1975-01-31,4,CLIC
1975-02-01,4,CLIC
1975-02-02,3,CLIC
1975-02-03,7,CLIC
1975-02-04,3.5,CLIC
1975-02-05,5.6,CLIC
1975-02-06,3,CLIC
1975-02-07,1.7,CLIC
1975-02-08,5.2,CLIC
1975-02-09,4.5,CLIC
1975-02-10,4.3,CLIC
1975-02-11,5.5,CLIC
1975-02-12,5.3,CLIC
1975-02-13,4.9,CLIC
1975-02-14,5.8,CLIC
1975-02-15,7.9,CLIC
1975-02-16,5.9,CLIC
1975-02-17,5.7,CLIC
1975-02-18,6,CLIC
1975-02-19,3,CLIC
1975-02-20,2.6,CLIC
1975-02-21,5.8,CLIC
1975-02-22,8.1,CLIC
1975-02-23,8.2,CLIC
1975-02-24,4.2,CLIC
1975-02-25,5,CLIC
1975-02-26,6.5,CLIC
1975-02-27,5.5,CLIC
1975-02-28,5,CLIC
1975-03-01,5,CLIC
1975-03-02,7,CLIC
1975-03-03,5,CLIC
1975-03-04,8,CLIC
1975-03-05,4.7,CLIC
1975-03-06,7.3,CLIC
1975-03-07,8,CLIC
1975-03-08,5,CLIC
1975-03-09,6.5,CLIC
1975-03-10,7.7,CLIC
1975-03-11,8.3,CLIC
1975-03-12,9.6,CLIC
1975-03-13,8.3,CLIC
1975-03-14,5.7,CLIC
1975-03-15,6.3,CLIC
1975-03-16,7.7,CLIC
1975-03-17,9.3,CLIC
1975-03-18,7.7,CLIC
1975-03-19,6.3,CLIC
1975-03-20,9.5,CLIC
1975-03-21,9.3,CLIC
1975-03-22,9.2,CLIC
1975-03-23,8.6,CLIC
1975-03-24,7.2,CLIC
1975-03-25,6.5,CLIC
1975-03-26,7,CLIC
1975-03-27,8,CLIC
1975-03-28,7.5,CLIC
1975-03-29,6.8,CLIC
1975-03-30,7.7,CLIC
1975-03-31,7.1,CLIC
1975-04-01,7.1,CLIC
1975-04-02,8.1,CLIC
1975-04-03,5.4,CLIC
1975-04-04,6.9,CLIC
1975-04-05,5.7,CLIC
1975-04-06,6.3,CLIC
1975-04-07,7.5,CLIC
1975-04-08,7.3,CLIC
1975-04-09,5.7,CLIC
1975-04-10,5.2,CLIC
1975-04-11,7.1,CLIC
1975-04-12,6.3,CLIC
1975-04-13,8.7,CLIC
1975-04-14,7.2,CLIC
1975-04-15,6.8,CLIC
1975-04-16,6.3,CLIC
1975-04-17,7.6,CLIC
1975-04-18,7.1,CLIC
1975-04-19,6.7,CLIC
1975-04-20,5.8,CLIC
1975-04-21,5.3,CLIC
1975-04-22,7.6,CLIC
1975-04-23,7.2,CLIC
1975-04-24,6.1,CLIC
1975-04-25,7.2,CLIC
1975-04-26,8.7,CLIC
1975-04-27,5.8,CLIC
1975-04-28,8,CLIC
1975-04-29,8.1,CLIC
1975-04-30,7.1,CLIC
1975-05-01,6.9,CLIC
1975-05-02,6.7,CLIC
1975-05-03,7.1,CLIC
1975-05-04,7.6,CLIC
1975-05-05,7.4,CLIC
1975-05-06,6.8,CLIC
1975-05-07,7.4,CLIC
1975-05-08,6.6,CLIC
1975-05-09,6.5,CLIC
1975-05-10,6.1,CLIC
1975-05-11,5.4,CLIC
1975-05-12,4.6,CLIC
1975-05-13,6.7,CLIC
1975-05-14,7.9,CLIC
1975-05-15,6.5,CLIC
1975-05-16,7.4,CLIC
1975-05-17,6.6,CLIC
1975-05-18,7.2,CLIC
1975-05-19,7.7,CLIC
1975-05-20,6,CLIC
1975-05-21,7.3,CLIC
1975-05-22,6.8,CLIC
1975-05-23,7.4,CLIC
1975-05-24,4.8,CLIC
1975-05-25,5.7,CLIC
1975-05-26,4.3,CLIC
1975-05-27,5.2,CLIC
1975-05-28,5.6,CLIC
1975-05-29,7.2,CLIC
1975-05-30,8.9,CLIC
1975-05-31,3.4,CLIC
1975-06-01,7.4,CLIC
1975-06-02,6,CLIC
1975-06-03,6.5,CLIC
1975-06-04,7.5,CLIC
1975-06-05,9.5,CLIC
1975-06-06,10.8,CLIC
1975-06-07,6.7,CLIC
1975-06-08,7.3,CLIC
1975-06-09,6.7,CLIC
1975-06-10,6.6,CLIC
1975-06-11,5.5,CLIC
1975-06-12,5.4,CLIC
1975-06-13,7.2,CLIC
1975-06-14,8.2,CLIC
1975-06-15,4.6,CLIC
1975-06-16,6.8,CLIC
1975-06-17,4.8,CLIC
1975-06-18,6.4,CLIC
1975-06-19,4.1,CLIC
1975-06-20,4.6,CLIC
1975-06-21,4.3,CLIC
1975-06-22,5.5,CLIC
1975-06-23,6.3,CLIC
1975-06-24,3,CLIC
1975-06-25,4.7,CLIC
1975-06-26,5.4,CLIC
1975-06-27,5.5,CLIC
1975-06-28,7,CLIC
1975-06-29,5.6,CLIC
1975-06-30,6.1,CLIC
1975-07-01,5.7,CLIC
1975-07-02,6.1,CLIC
1975-07-03,6,CLIC
1975-07-04,3.8,CLIC
1975-07-05,7,CLIC
1975-07-06,6.9,CLIC
1975-07-07,6,CLIC
1975-07-08,6.9,CLIC
1975-07-09,7,CLIC
1975-07-10,6.4,CLIC
1975-07-11,5.6,CLIC
1975-07-12,5.7,CLIC
1975-07-13,2.8,CLIC
1975-07-14,2,CLIC
1975-07-15,0.4,CLIC
1975-07-16,2,CLIC
1975-07-17,3,CLIC
1975-07-18,4.7,CLIC
1975-07-19,4.8,CLIC
1975-07-20,6.9,CLIC
1975-07-21,6.2,CLIC
1975-07-22,5.4,CLIC
1975-07-23,5,CLIC
1975-07-24,6.7,CLIC
1975-07-25,7.3,CLIC
1975-07-26,2.6,CLIC
1975-07-27,2.1,CLIC
1975-07-28,6.8,CLIC
1975-07-29,5.3,CLIC
1975-07-30,5.3,CLIC
1975-07-31,6.1,CLIC
1975-08-01,5.6,CLIC
1975-08-02,5.3,CLIC
1975-08-03,6.2,CLIC
1975-08-04,5.1,CLIC
1975-08-05,4.1,CLIC
1975-08-06,3.9,CLIC
1975-08-07,3.5,CLIC
1975-08-08,3.2,CLIC
1975-08-09,2.4,CLIC
1975-08-10,0.5,CLIC
1975-08-11,3,CLIC
1975-08-12,5.3,CLIC
1975-08-13,5.5,CLIC
1975-08-14,6.8,CLIC
1975-08-15,6.7,CLIC
1975-08-16,6.2,CLIC
1975-08-17,5.8,CLIC
1975-08-18,4.4,CLIC
1975-08-19,5.2,CLIC
1975-08-20,5.2,CLIC
1975-08-21,3.8,CLIC
1975-08-22,4.6,CLIC
1975-08-23,5.8,CLIC
1975-08-24,5.7,CLIC
1975-08-25,4.3,CLIC
1975-08-26,6.7,CLIC
1975-08-27,6.9,CLIC
1975-08-28,4.8,CLIC
1975-08-29,4.2,CLIC
1975-08-30,5.2,CLIC
1975-08-31,1.7,CLIC
1975-09-01,2.2,CLIC
1975-09-02,2.5,CLIC
1975-09-03,5.5,CLIC
1975-09-04,4.4,CLIC
1975-09-05,4.1,CLIC
1975-09-06,4,CLIC
1975-09-07,3.8,CLIC
1975-09-08,3.7,CLIC
1975-09-09,4.9,CLIC
1975-09-10,2.5,CLIC
1975-09-11,2.6,CLIC
1975-09-12,6,CLIC
1975-09-13,2.5,CLIC
1975-09-14,4.6,CLIC
1975-09-15,5.6,CLIC
1975-09-16,5.9,CLIC
1975-09-17,6.8,CLIC
1975-09-18,6.2,CLIC
1975-09-19,5.4,CLIC
1975-09-20,4.5,CLIC
1975-09-21,6,CLIC
1975-09-22,1.9,CLIC
1975-09-23,2.6,CLIC
1975-09-24,5.1,CLIC
1975-09-25,4.2,CLIC
1975-09-26,4.6,CLIC
1975-09-27,5.8,CLIC
1975-09-28,5.8,CLIC
1975-09-29,3.5,CLIC
1975-09-30,4.9,CLIC
1975-10-01,4.4,CLIC
1975-10-02,1.6,CLIC
1975-10-03,3.4,CLIC
1975-10-04,5.6,CLIC
1975-10-05,4.7,CLIC
1975-10-06,6.1,CLIC
1975-10-07,6.2,CLIC
1975-10-08,5.3,CLIC
1975-10-09,5.3,CLIC
1975-10-10,3.8,CLIC
1975-10-11,2.1,CLIC
1975-10-12,4.3,CLIC
1975-10-13,4.5,CLIC
1975-10-14,4.5,CLIC
1975-10-15,4.8,CLIC
1975-10-16,4.5,CLIC
1975-10-17,4.2,CLIC
1975-10-18,4,CLIC
1975-10-19,4.5,CLIC
1975-10-20,3.9,CLIC
1975-10-21,4.2,CLIC
1975-10-22,5.2,CLIC
1975-10-23,5.4,CLIC
1975-10-24,5.1,CLIC
1975-10-25,4,CLIC
1975-10-26,3,CLIC
1975-10-27,3.9,CLIC
1975-10-28,4.3,CLIC
1975-10-29,3.4,CLIC
1975-10-30,2.3,CLIC
1975-10-31,3.1,CLIC
1975-11-01,4,CLIC
1975-11-02,5.3,CLIC
1975-11-03,4.1,CLIC
1975-11-04,2.5,CLIC
1975-11-05,2.6,CLIC
1975-11-06,6.2,CLIC
1975-11-07,4,CLIC
1975-11-08,5.6,CLIC
1975-11-09,3.9,CLIC
1975-11-10,5.2,CLIC
1975-11-11,4.2,CLIC
1975-11-12,4.1,CLIC
1975-11-13,4.2,CLIC
1975-11-14,3.7,CLIC
1975-11-15,4.7,CLIC
1975-11-16,3.6,CLIC
1975-11-17,4,CLIC
1975-11-18,3.6,CLIC
1975-11-19,4.3,CLIC
1975-11-20,3.1,CLIC
1975-11-21,2.1,CLIC
1975-11-22,2.9,CLIC
1975-11-23,1,CLIC
1975-11-24,3.6,CLIC
1975-11-25,3,CLIC
1975-11-26,3.2,CLIC
1975-11-27,3.5,CLIC
1975-11-28,4.2,CLIC
1975-11-29,3.8,CLIC
1975-11-30,3.5,CLIC
1975-12-01,3.3,CLIC
1975-12-02,4.1,CLIC
1975-12-03,3.8,CLIC
1975-12-04,3.3,CLIC
1975-12-05,4.5,CLIC
1975-12-06,3,CLIC
1975-12-07,2,CLIC
1975-12-08,4,CLIC
1975-12-09,2.5,CLIC
1975-12-10,3.9,CLIC
1975-12-11,0.6,CLIC
1975-12-12,2,CLIC
1975-12-13,2.5,CLIC
1975-12-14,3,CLIC
1975-12-15,4,CLIC
1975-12-16,2,CLIC
1975-12-17,3.7,CLIC
1975-12-18,0.3,CLIC
1975-12-19,0.3,CLIC
1975-12-20,0.6,CLIC
1975-12-21,1.6,CLIC
1975-12-22,3.4,CLIC
1975-12-23,2.5,CLIC
1975-12-24,6,CLIC
1975-12-25,2.3,CLIC
1975-12-26,2.2,CLIC
1975-12-27,3,CLIC
1975-12-28,4.3,CLIC
1975-12-29,2.7,CLIC
1975-12-30,1.4,CLIC
1975-12-31,3.9,CLIC
1976-01-01,5.6,CLIC
1976-01-02,1.7,CLIC
1976-01-03,3.2,CLIC
1976-01-04,3.2,CLIC
1976-01-05,3.3,CLIC
1976-01-06,3.7,CLIC
1976-01-07,4.3,CLIC
1976-01-08,1,CLIC
1976-01-09,1.2,CLIC
1976-01-10,4.2,CLIC
1976-01-11,3.7,CLIC
1976-01-12,2.4,CLIC
1976-01-13,4,CLIC
1976-01-14,2.9,CLIC
1976-01-15,1.7,CLIC
1976-01-16,3.9,CLIC
1976-01-17,1.2,CLIC
1976-01-18,3.1,CLIC
1976-01-19,2.2,CLIC
1976-01-20,1.5,CLIC
1976-01-21,0.6,CLIC
1976-01-22,2.4,CLIC
1976-01-23,3.7,CLIC
1976-01-24,5.3,CLIC
1976-01-25,4.8,CLIC
1976-01-26,3.7,CLIC
1976-01-27,1.1,CLIC
1976-01-28,2.5,CLIC
1976-01-29,3.5,CLIC
1976-01-30,3.8,CLIC
1976-02-01,4.1,CLIC
1976-02-02,5.3,CLIC
1976-02-03,3.8,CLIC
1976-02-04,4.7,CLIC
1976-02-05,4.2,CLIC
1976-02-06,3.7,CLIC
1976-02-07,3.8,CLIC
1976-02-08,3.2,CLIC
1976-02-09,4.2,CLIC
1976-02-10,4.6,CLIC
1976-02-11,4.1,CLIC
1976-02-12,4.1,CLIC
1976-02-13,3.8,CLIC
1976-02-14,4,CLIC
1976-02-15,3.9,CLIC
1976-02-16,3.5,CLIC
1976-02-17,3.2,CLIC
1976-02-18,4.4,CLIC
1976-02-19,3.8,CLIC
1976-02-20,4.1,CLIC
1976-02-21,4.3,CLIC
1976-02-22,3.9,CLIC
1976-02-23,3.8,CLIC
1976-02-24,3.7,CLIC
1976-02-25,5.2,CLIC
1976-02-26,4.9,CLIC
1976-02-27,4.5,CLIC
1976-02-28,5.4,CLIC
1976-03-01,6.5,CLIC
1976-03-02,7.2,CLIC
1976-03-03,5.1,CLIC
1976-03-04,6.6,CLIC
1976-03-05,7.4,CLIC
1976-03-06,6,CLIC
1976-03-07,4.6,CLIC
1976-03-08,7.2,CLIC
1976-03-09,3.6,CLIC
1976-03-10,4.4,CLIC
1976-03-11,3.9,CLIC
1976-03-12,5.6,CLIC
1976-03-13,4.3,CLIC
1976-03-14,3.9,CLIC
1976-03-15,6.4,CLIC
1976-03-16,7.8,CLIC
1976-03-17,4.9,CLIC
1976-03-18,6.5,CLIC
1976-03-19,6.3,CLIC
1976-03-20,6.8,CLIC
1976-03-21,7.5,CLIC
1976-03-22,4.4,CLIC
1976-03-23,4,CLIC
1976-03-24,4.2,CLIC
1976-03-25,5.3,CLIC
1976-03-26,4.3,CLIC
1976-03-27,4,CLIC
1976-03-28,6.7,CLIC
1976-03-29,5.8,CLIC
1976-03-30,6.2,CLIC
1976-03-31,4.1,CLIC
1976-04-01,5.4,CLIC
1976-04-02,6.5,CLIC
1976-04-03,5.4,CLIC
1976-04-04,3.8,CLIC
1976-04-05,5.6,CLIC
1976-04-06,6.7,CLIC
1976-04-07,6.5,CLIC
1976-04-08,6.4,CLIC
1976-04-09,6.9,CLIC
1976-04-10,6.4,CLIC
1976-04-11,5.7,CLIC
1976-04-12,4.1,CLIC
1976-04-13,4,CLIC
1976-04-14,3.5,CLIC
1976-04-15,4.6,CLIC
1976-04-16,4.4,CLIC
1976-04-17,5,CLIC
1976-04-18,5.4,CLIC
1976-04-19,4.2,CLIC
1976-04-20,6,CLIC
1976-04-21,5.1,CLIC
1976-04-22,6.1,CLIC
1976-04-23,6.5,CLIC
1976-04-24,5.9,CLIC
1976-04-25,4.4,CLIC
1976-04-26,5.4,CLIC
1976-04-27,4.8,CLIC
1976-04-28,4.9,CLIC
1976-04-29,4.7,CLIC
1976-04-30,5.2,CLIC
1976-05-01,3.3,CLIC
1976-05-02,2.4,CLIC
1976-05-03,6.7,CLIC
1976-05-04,4.2,CLIC
1976-05-05,7.4,CLIC
1976-05-06,7.8,CLIC
1976-05-07,9.5,CLIC
1976-05-08,5.3,CLIC
1976-05-09,7.9,CLIC
1976-05-10,4.3,CLIC
1976-05-11,5.3,CLIC
1976-05-12,4.2,CLIC
1976-05-13,5.2,CLIC
1976-05-14,6.1,CLIC
1976-05-15,6.1,CLIC
1976-05-16,5.2,CLIC
1976-05-17,5.7,CLIC
1976-05-18,2.7,CLIC
1976-05-19,4.4,CLIC
1976-05-20,4.9,CLIC
1976-05-21,7,CLIC
1976-05-22,6.8,CLIC
1976-05-23,7.2,CLIC
1976-05-24,7.7,CLIC
1976-05-25,7.3,CLIC
1976-05-26,7.6,CLIC
1976-05-27,6.4,CLIC
1976-05-28,5.5,CLIC
1976-05-29,6.5,CLIC
1976-05-30,7.2,CLIC
1976-05-31,7.8,CLIC
1976-06-01,5.2,CLIC
1976-06-02,5.8,CLIC
1976-06-03,4.9,CLIC
1976-06-04,5.4,CLIC
1976-06-05,3.3,CLIC
1976-06-06,5.2,CLIC
1976-06-07,5.1,CLIC
1976-06-08,4.1,CLIC
1976-06-09,4.2,CLIC
1976-06-10,6.1,CLIC
1976-06-11,6.9,CLIC
1976-06-12,6.1,CLIC
1976-06-13,6.6,CLIC
1976-06-14,5.9,CLIC
1976-06-15,7.5,CLIC
1976-06-16,7.1,CLIC
1976-06-17,6.3,CLIC
1976-06-18,5.2,CLIC
1976-06-19,4.6,CLIC
1976-06-20,4.8,CLIC
1976-06-21,4.2,CLIC
1976-06-22,6.1,CLIC
1976-06-23,5.2,CLIC
1976-06-24,7.2,CLIC
1976-06-25,4.3,CLIC
1976-06-26,4.4,CLIC
1976-06-27,5.1,CLIC
1976-06-28,4.4,CLIC
1976-06-29,5.8,CLIC
1976-06-30,12.2,CLIC
1976-07-01,4.1,CLIC
1976-07-02,3.8,CLIC
1976-07-03,4.7,CLIC
1976-07-04,4.3,CLIC
1976-07-05,4.2,CLIC
1976-07-06,3.5,CLIC
1976-07-07,3.2,CLIC
1976-07-08,2.2,CLIC
1976-07-09,2.5,CLIC
1976-07-10,2.5,CLIC
1976-07-11,2.2,CLIC
1976-07-12,3.5,CLIC
1976-07-13,1.9,CLIC
1976-07-14,2.1,CLIC
1976-07-15,2.9,CLIC
1976-07-16,3.6,CLIC
1976-07-17,3.8,CLIC
1976-07-18,3.9,CLIC
1976-07-19,3.9,CLIC
1976-07-20,3.2,CLIC
1976-07-21,3.2,CLIC
1976-07-22,3.5,CLIC
1976-07-23,3.9,CLIC
1976-07-24,2.3,CLIC
1976-07-25,3.7,CLIC
1976-07-26,3.3,CLIC
1976-07-27,4.1,CLIC
1976-07-28,4.2,CLIC
1976-07-29,4.4,CLIC
1976-07-30,3.8,CLIC
1976-07-31,4.4,CLIC
1976-08-01,4.5,CLIC
1976-08-02,5.8,CLIC
1976-08-03,4.1,CLIC
1976-08-04,2.3,CLIC
1976-08-05,3.2,CLIC
1976-08-06,3.5,CLIC
1976-08-07,3.2,CLIC
1976-08-08,4.6,CLIC
1976-08-09,4.5,CLIC
1976-08-10,5.1,CLIC
1976-08-11,5.2,CLIC
1976-08-12,5.7,CLIC
1976-08-13,4.1,CLIC
1976-08-14,5.1,CLIC
1976-08-15,4,CLIC
1976-08-16,4.8,CLIC
1976-08-17,3.9,CLIC
1976-08-18,4.2,CLIC
1976-08-19,4.1,CLIC
1976-08-20,3.2,CLIC
1976-08-21,3.2,CLIC
1976-08-22,3.2,CLIC
1976-08-23,4.4,CLIC
1976-08-24,4.5,CLIC
1976-08-25,3.9,CLIC
1976-08-26,3.1,CLIC
1976-08-27,2.2,CLIC
1976-08-28,2.9,CLIC
1976-08-29,3.8,CLIC
1976-08-30,3.2,CLIC
1976-08-31,3.8,CLIC
1976-09-01,3.9,CLIC
1976-09-02,3.3,CLIC
1976-09-03,3.2,CLIC
1976-09-04,3.6,CLIC
1976-09-05,4.2,CLIC
1976-09-06,4.2,CLIC
1976-09-07,3.8,CLIC
1976-09-08,4.1,CLIC
1976-09-09,4.3,CLIC
1976-09-10,3.1,CLIC
1976-09-11,3.6,CLIC
1976-09-12,3.8,CLIC
1976-09-13,3.5,CLIC
1976-09-14,3.5,CLIC
1976-09-15,2.5,CLIC
1976-09-16,3.4,CLIC
1976-09-17,2.9,CLIC
1976-09-18,2.2,CLIC
1976-09-19,3.2,CLIC
1976-09-20,2.8,CLIC
1976-09-21,2.8,CLIC
1976-09-22,3,CLIC
1976-09-23,3.8,CLIC
1976-09-24,3.1,CLIC
1976-09-25,3.5,CLIC
1976-09-26,4.7,CLIC
1976-09-27,3.3,CLIC
1976-09-28,3.5,CLIC
1976-09-29,3.6,CLIC
1976-09-30,2.9,CLIC
1976-10-01,4.6,CLIC
1976-10-02,3.4,CLIC
1976-10-03,3.9,CLIC
1976-10-04,4.2,CLIC
1976-10-05,3.8,CLIC
1976-10-06,4,CLIC
1976-10-07,3.3,CLIC
1976-10-08,0.8,CLIC
1976-10-09,0.7,CLIC
1976-10-10,2.8,CLIC
1976-10-11,3.9,CLIC
1976-10-12,1.2,CLIC
1976-10-13,2.7,CLIC
1976-10-14,3.1,CLIC
1976-10-15,3.2,CLIC
1976-10-16,3.2,CLIC
1976-10-17,2.7,CLIC
1976-10-18,2.8,CLIC
1976-10-19,3.5,CLIC
1976-10-20,1.9,CLIC
1976-10-21,2.7,CLIC
1976-10-22,3.3,CLIC
1976-10-23,3.6,CLIC
1976-10-24,3.1,CLIC
1976-10-25,2.5,CLIC
1976-10-26,2,CLIC
1976-10-27,2.2,CLIC
1976-10-28,2.9,CLIC
1976-10-29,3.1,CLIC
1976-10-30,3.3,CLIC
1976-10-31,2.7,CLIC
1976-11-01,2.3,CLIC
1976-11-02,2.5,CLIC
1976-11-03,3.1,CLIC
1976-11-04,3.1,CLIC
1976-11-05,2.9,CLIC
1976-11-06,3.1,CLIC
1976-11-07,1.6,CLIC
1976-11-08,1.7,CLIC
1976-11-09,2.1,CLIC
1976-11-10,2.9,CLIC
1976-11-11,3.2,CLIC
1976-11-12,2.9,CLIC
1976-11-13,4.1,CLIC
1976-11-14,4.2,CLIC
1976-11-15,3.7,CLIC
1976-11-16,1.9,CLIC
1976-11-17,1.3,CLIC
1976-11-18,1.6,CLIC
1976-11-19,1.4,CLIC
1976-11-20,3.5,CLIC
1976-11-21,1.2,CLIC
1976-11-22,0.9,CLIC
1976-11-23,1.1,CLIC
1976-11-24,1.2,CLIC
1976-11-25,1.7,CLIC
1976-11-26,2.1,CLIC
1976-11-27,2.2,CLIC
1976-11-28,3.1,CLIC
1976-11-29,2.9,CLIC
1976-11-30,0.9,CLIC
1976-12-01,1.4,CLIC
1976-12-02,1.4,CLIC
1976-12-03,2.7,CLIC
1976-12-04,2.9,CLIC
1976-12-05,3.3,CLIC
1976-12-06,2.8,CLIC
1976-12-07,1.3,CLIC
1976-12-08,1.8,CLIC
1976-12-09,1.9,CLIC
1976-12-10,2.1,CLIC
1976-12-11,2.9,CLIC
1976-12-12,2.2,CLIC
1976-12-13,1.4,CLIC
1976-12-14,3.1,CLIC
1976-12-15,3.2,CLIC
1976-12-16,0.8,CLIC
1976-12-17,2.4,CLIC
1976-12-18,2.9,CLIC
1976-12-19,3.1,CLIC
1976-12-20,3.2,CLIC
1976-12-21,1,CLIC
1976-12-22,1.9,CLIC
1976-12-23,1.2,CLIC
1976-12-24,1.9,CLIC
1976-12-25,2.4,CLIC
1976-12-26,1.4,CLIC
1976-12-27,3.1,CLIC
1976-12-28,3.2,CLIC
